time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-02 00:00:00+00:00,2,2,,
2025-08-03 00:00:00+00:00,6,6,,
2025-08-04 00:00:00+00:00,47,5,,
2025-08-05 00:00:00+00:00,3,3,,
2025-08-06 00:00:00+00:00,2,2,,
2025-08-07 00:00:00+00:00,7,5,14.0,2.0
2025-08-08 00:00:00+00:00,3,3,,
2025-08-09 00:00:00+00:00,2,2,5.0,1.0
2025-08-10 00:00:00+00:00,3,3,,
2025-08-11 00:00:00+00:00,15,6,12.0,1.0
2025-08-12 00:00:00+00:00,68,12,4.0,1.0
2025-08-13 00:00:00+00:00,2,2,2.0,1.0
2025-08-14 00:00:00+00:00,1,1,,
