time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-04 00:00:00+00:00,7,5,4,2
2026-03-05 00:00:00+00:00,5,3,1,1
2026-03-06 00:00:00+00:00,37,14,0,0
2026-03-07 00:00:00+00:00,41,12,2,2
2026-03-08 00:00:00+00:00,25,11,0,0
2026-03-09 00:00:00+00:00,21,8,0,0
2026-03-10 00:00:00+00:00,9,5,0,0
2026-03-11 00:00:00+00:00,22,10,0,0
2026-03-12 00:00:00+00:00,17,9,15,1
2026-03-13 00:00:00+00:00,22,10,0,0
2026-03-14 00:00:00+00:00,27,13,0,0
2026-03-15 00:00:00+00:00,17,10,0,0
2026-03-16 00:00:00+00:00,14,8,0,0
2026-03-17 00:00:00+00:00,3,3,5,1
