time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-20 00:00:00+00:00,6,4,7.0,2.0
2025-11-21 00:00:00+00:00,7,7,,
2025-11-22 00:00:00+00:00,3,3,,
2025-11-23 00:00:00+00:00,6,6,9.0,2.0
2025-11-24 00:00:00+00:00,17,6,,
2025-11-25 00:00:00+00:00,4,4,4.0,1.0
2025-11-26 00:00:00+00:00,5,5,,
2025-11-27 00:00:00+00:00,8,6,2.0,2.0
2025-11-28 00:00:00+00:00,4,4,,
2025-11-29 00:00:00+00:00,3,3,1.0,1.0
2025-11-30 00:00:00+00:00,3,3,1.0,1.0
2025-12-01 00:00:00+00:00,47,15,,
2025-12-02 00:00:00+00:00,50,12,,
2025-12-03 00:00:00+00:00,112,24,2.0,1.0
